contest_id,date,election,state,seat,seat_type,seat_no,seat_name,seat_key,year,win_candidate_uid,win_name,win_party_uid,win_party,win_coalition_uid,win_coalition,win_votes,win_votes_perc,win_result,run_party_uid,run_party,run_coalition_uid,run_coalition,run_votes,run_votes_perc,voters_total,votes_valid,majority,n_candidates,voter_turnout,majority_perc,margin_perc,uncontested
1969-05-10|Melaka|N.03 Batu Berendam,1969-05-10,SE-03,Melaka,N.03 Batu Berendam,state,03,Batu Berendam,state|Melaka|batu berendam,1969,HPT0N,Mohd bin Abd. Rahman,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2441,46.46868456120312,won,009-PR,PR,000-ALONE,ALONE,2139.0,40.719588806396345,7142,5253,302,3,78.68944273312798,5.749095754806778,5.749095754806774,False
1969-05-10|Melaka|N.04 Semabok,1969-05-10,SE-03,Melaka,N.04 Semabok,state,04,Semabok,state|Melaka|semabok,1969,PXJPW,Ng Chong Chee,003-MCA,MCA,001-PERIKATAN,PERIKATAN,2779,49.52771342006773,won,009-PR,PR,000-ALONE,ALONE,1482.0,26.412404206023883,7936,5611,1297,4,77.02872983870968,23.11530921404384,23.115309214043844,False
1969-05-10|Melaka|N.05 Kandang,1969-05-10,SE-03,Melaka,N.05 Kandang,state,05,Kandang,state|Melaka|kandang,1969,CMGG1,Abd. Hadi bin Abas,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3293,60.24515184778632,won,004-PAS,PAS,000-ALONE,ALONE,1759.0,32.18075375045738,7190,5466,1534,3,80.5980528511822,28.06439809732894,28.06439809732894,False
1969-05-10|Melaka|N.06 Kota Selatan,1969-05-10,SE-03,Melaka,N.06 Kota Selatan,state,06,Kota Selatan,state|Melaka|kota selatan,1969,6DDKY,Tan Giap Seng,026-GERAKAN,GERAKAN,000-ALONE,ALONE,4591,67.25754468209786,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,1490.0,21.82830354526809,9628,6826,3101,3,74.67802243456585,45.429241136829766,45.42924113682977,False
1969-05-10|Melaka|N.07 Kota Tengah,1969-05-10,SE-03,Melaka,N.07 Kota Tengah,state,07,Kota Tengah,state|Melaka|kota tengah,1969,D8SRG,Michael Khong Chye Huat,021-DAP,DAP,000-ALONE,ALONE,2881,53.93111194309248,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,1454.0,27.21827031074504,7660,5342,1427,3,72.16710182767623,26.712841632347438,26.71284163234744,False
1969-05-10|Melaka|N.08 Kota Barat,1969-05-10,SE-03,Melaka,N.08 Kota Barat,state,08,Kota Barat,state|Melaka|kota barat,1969,QHVZB,Ho Mong Yew,021-DAP,DAP,000-ALONE,ALONE,2065,38.540500186636805,won,009-PR,PR,000-ALONE,ALONE,1651.0,30.813736468831653,7275,5358,414,3,77.5257731958763,7.726763717805152,7.726763717805152,False
1969-05-10|Melaka|N.09 Kota Utara,1969-05-10,SE-03,Melaka,N.09 Kota Utara,state,09,Kota Utara,state|Melaka|kota utara,1969,1PF0K,Tan Cheng Swee,003-MCA,MCA,001-PERIKATAN,PERIKATAN,2611,46.55848787446505,won,021-DAP,DAP,000-ALONE,ALONE,2247.0,40.06776034236805,8077,5608,364,3,72.68787916305558,6.490727532097004,6.490727532097004,False
1969-05-10|Melaka|N.10 Kota Timor,1969-05-10,SE-03,Melaka,N.10 Kota Timor,state,10,Kota Timor,state|Melaka|kota timor,1969,1TY66,Bernard Sta Maria,021-DAP,DAP,000-ALONE,ALONE,4394,63.41463414634146,won,002-MIC,MIC,001-PERIKATAN,PERIKATAN,1761.0,25.41492278828113,10039,6929,2633,3,71.76013547166052,37.99971135806033,37.99971135806033,False
1969-05-10|Melaka|N.11 Sungei Bharu,1969-05-10,SE-03,Melaka,N.11 Sungei Bharu,state,11,Sungei Bharu,state|Melaka|sungei bharu,1969,C40D1,Abdullah bin Samad,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,4029,67.09408825978352,won,004-PAS,PAS,000-ALONE,ALONE,1976.0,32.90591174021649,7961,6005,2053,2,80.81899258887074,34.18817651956702,34.18817651956703,False
1969-05-10|Melaka|N.12 Ramuan China,1969-05-10,SE-03,Melaka,N.12 Ramuan China,state,12,Ramuan China,state|Melaka|ramuan china,1969,S6FDP,Abdul Ghani bin Ali,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2166,51.40009492168961,won,000-BEBAS,BEBAS,000-ALONE,ALONE,727.0,17.25201708590413,5696,4214,1439,4,80.89887640449437,34.14807783578548,34.14807783578548,False
1969-05-10|Melaka|N.13 Masjid Tanah,1969-05-10,SE-03,Melaka,N.13 Masjid Tanah,state,13,Masjid Tanah,state|Melaka|masjid tanah,1969,H1TR2,Abdul Ghani bin Ishak,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2850,60.56098597535061,won,004-PAS,PAS,000-ALONE,ALONE,1856.0,39.43901402464938,6851,4706,994,2,76.01809954751131,21.121971950701237,21.12197195070123,False
1969-05-10|Melaka|N.14 Alor Gajah,1969-05-10,SE-03,Melaka,N.14 Alor Gajah,state,14,Alor Gajah,state|Melaka|alor gajah,1969,7D1SP,Talib bin Karim,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3079,66.52981849611062,won,004-PAS,PAS,000-ALONE,ALONE,1549.0,33.47018150388937,6232,4628,1530,2,81.83568677792042,33.059636992221265,33.05963699222125,False
1969-05-10|Melaka|N.15 Pulau Sebang,1969-05-10,SE-03,Melaka,N.15 Pulau Sebang,state,15,Pulau Sebang,state|Melaka|pulau sebang,1969,E8DY8,Yeow Kay,003-MCA,MCA,001-PERIKATAN,PERIKATAN,0,,won_uncontested,,,,,,,6497,0,0,1,,,,True
1969-05-10|Melaka|N.16 Batang Malaka,1969-05-10,SE-03,Melaka,N.16 Batang Malaka,state,16,Batang Malaka,state|Melaka|batang malaka,1969,R1P27,Ahmad bin Joned,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,4037,57.31118682566724,won,009-PR,PR,000-ALONE,ALONE,1736.0,24.64508801817149,9364,7044,2301,3,77.06108500640751,32.66609880749574,32.66609880749576,False
1969-05-10|Melaka|N.17 Rim,1969-05-10,SE-03,Melaka,N.17 Rim,state,17,Rim,state|Melaka|rim,1969,STRP5,Mohamed Juddi bin Abdullah,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3127,55.95919828203293,won,004-PAS,PAS,000-ALONE,ALONE,1180.0,21.11667859699356,7462,5588,1947,4,76.18600911283838,34.84251968503937,34.84251968503937,False
1969-05-10|Melaka|N.18 Jasin,1969-05-10,SE-03,Melaka,N.18 Jasin,state,18,Jasin,state|Melaka|jasin,1969,VZ67C,Tan Nai Kwi,003-MCA,MCA,001-PERIKATAN,PERIKATAN,3451,60.00695531211964,won,009-PR,PR,000-ALONE,ALONE,1160.0,20.17040514693097,7404,5751,2291,3,78.7817396002161,39.83655016518866,39.83655016518867,False
1969-05-10|Melaka|N.19 Serkam,1969-05-10,SE-03,Melaka,N.19 Serkam,state,19,Serkam,state|Melaka|serkam,1969,7HGZ9,Hussain bin Yahya,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2804,57.45901639344262,won,004-PAS,PAS,000-ALONE,ALONE,1737.0,35.59426229508197,6013,4880,1067,3,81.97239314817895,21.864754098360656,21.86475409836065,False
1969-05-10|Melaka|N.20 Sungei Rambai,1969-05-10,SE-03,Melaka,N.20 Sungei Rambai,state,20,Sungei Rambai,state|Melaka|sungei rambai,1969,HTK64,Ahmad Dahlan bin Salleh,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2522,54.18994413407822,won,009-PR,PR,000-ALONE,ALONE,1405.0,30.1890846583584,5989,4654,1117,3,79.24528301886792,24.00085947571981,24.000859475719817,False
1969-05-10|Melaka|P.085 Malacca Tengah,1969-05-10,GE-03,Melaka,P.085 Malacca Tengah,federal,085,Malacca Tengah,federal|Melaka|malacca tengah,1969,AE0MW,Tan Siew Sin,003-MCA,MCA,001-PERIKATAN,PERIKATAN,13790,52.15385197231572,won,009-PR,PR,000-ALONE,ALONE,6490.0,24.545213872395145,35617,26441,7300,3,78.78541146081928,27.60863809992058,27.608638099920576,False
1969-05-10|Melaka|P.086 Bandar Malacca,1969-05-10,GE-03,Melaka,P.086 Bandar Malacca,federal,086,Bandar Malacca,federal|Melaka|bandar malacca,1969,YQJ5S,Lim Kit Siang,021-DAP,DAP,000-ALONE,ALONE,18562,60.80120541124832,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,7346.0,24.062366929804448,42679,30529,11216,3,73.76930106141194,36.73883848144388,36.73883848144387,False
1969-05-10|Melaka|P.087 Malacca Utara,1969-05-10,GE-03,Melaka,P.087 Malacca Utara,federal,087,Malacca Utara,federal|Melaka|malacca utara,1969,H9CSE,Abdul Ghafar bin Baba,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,15692,63.85870671061734,won,004-PAS,PAS,000-ALONE,ALONE,8881.0,36.14129328938265,33237,24573,6811,2,77.40770827692029,27.71741342123469,27.71741342123469,False
1969-05-10|Negeri Sembilan|N.01 Sri Menanti,1969-05-10,SE-03,Negeri Sembilan,N.01 Sri Menanti,state,01,Sri Menanti,state|Negeri Sembilan|sri menanti,1969,QK7ZK,Mansor bin Othman,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3450,67.46186937817755,won,004-PAS,PAS,000-ALONE,ALONE,1664.0,32.53813062182245,7145,5114,1786,2,76.69699090272918,34.92373875635511,34.92373875635511,False
1969-05-10|Negeri Sembilan|N.02 Johol,1969-05-10,SE-03,Negeri Sembilan,N.02 Johol,state,02,Johol,state|Negeri Sembilan|johol,1969,CNWG9,Sapiah binti Talib,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2800,64.04391582799634,won,004-PAS,PAS,000-ALONE,ALONE,1572.0,35.95608417200366,6165,4372,1228,2,77.43714517437145,28.08783165599268,28.08783165599268,False
1969-05-10|Negeri Sembilan|N.03 Ulu Muar,1969-05-10,SE-03,Negeri Sembilan,N.03 Ulu Muar,state,03,Ulu Muar,state|Negeri Sembilan|hulu muar,1969,PYYQ4,Abd. Kadir bin Abdullah,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3232,64.3568299482278,won,004-PAS,PAS,000-ALONE,ALONE,1406.0,27.996814018319395,6792,5022,1826,3,80.52120141342756,36.3600159299084,36.3600159299084,False
1969-05-10|Negeri Sembilan|N.04 Pilah,1969-05-10,SE-03,Negeri Sembilan,N.04 Pilah,state,04,Pilah,state|Negeri Sembilan|pilah,1969,6YYJB,Mohd Idris bin Mat Sil,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,1912,37.51962323390895,won,021-DAP,DAP,000-ALONE,ALONE,1906.0,37.401883830455255,7016,5096,6,4,77.73660205245154,0.1177394034536891,0.11773940345369738,False
1969-05-10|Negeri Sembilan|N.05 Rantau,1969-05-10,SE-03,Negeri Sembilan,N.05 Rantau,state,05,Rantau,state|Negeri Sembilan|rantau,1969,1WA6E,Veloo a/l Saminathan,002-MIC,MIC,001-PERIKATAN,PERIKATAN,2651,55.27522935779816,won,021-DAP,DAP,000-ALONE,ALONE,2042.0,42.57714762301919,6622,4796,609,3,76.29115070975536,12.698081734778984,12.698081734778974,False
1969-05-10|Negeri Sembilan|N.06 Sungei Ujong,1969-05-10,SE-03,Negeri Sembilan,N.06 Sungei Ujong,state,06,Sungei Ujong,state|Negeri Sembilan|sungei ujong,1969,8QPB0,Liew Ah Kim,021-DAP,DAP,000-ALONE,ALONE,5946,56.78540731544265,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,3116.0,29.758380288415623,15934,10471,2830,4,69.1226308522656,27.027027027027028,27.027027027027025,False
1969-05-10|Negeri Sembilan|N.07 Rahang,1969-05-10,SE-03,Negeri Sembilan,N.07 Rahang,state,07,Rahang,state|Negeri Sembilan|rahang,1969,3A1KH,Dennis Chen Man Hin,021-DAP,DAP,000-ALONE,ALONE,4850,70.4020902888663,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,1705.0,24.749600812890115,9666,6889,3145,3,73.87750879370991,45.6524894759762,45.65248947597619,False
1969-05-10|Negeri Sembilan|N.08 Terentang,1969-05-10,SE-03,Negeri Sembilan,N.08 Terentang,state,08,Terentang,state|Negeri Sembilan|terentang,1969,4FVTD,Redza bin Mohd. Said,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2830,69.84205330700888,won,004-PAS,PAS,000-ALONE,ALONE,1222.0,30.15794669299112,5777,4052,1608,2,73.06560498528648,39.684106614017765,39.684106614017765,False
1969-05-10|Negeri Sembilan|N.09 Kota,1969-05-10,SE-03,Negeri Sembilan,N.09 Kota,state,09,Kota,state|Negeri Sembilan|kota,1969,SW4PD,Dahalan bin Aman,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3291,66.3909622755699,won,004-PAS,PAS,000-ALONE,ALONE,1666.0,33.609037724430095,6234,4957,1625,2,81.34424125761952,32.7819245511398,32.78192455113981,False
1969-05-10|Negeri Sembilan|N.10 Tampin,1969-05-10,SE-03,Negeri Sembilan,N.10 Tampin,state,10,Tampin,state|Negeri Sembilan|tampin,1969,55H34,Mohd Taha bin Abdul Talib,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,0,,won_uncontested,,,,,,,8022,0,0,1,,,,True
1969-05-10|Negeri Sembilan|N.11 Gemas,1969-05-10,SE-03,Negeri Sembilan,N.11 Gemas,state,11,Gemas,state|Negeri Sembilan|gemas,1969,DSZVM,Lim Heng Seng,003-MCA,MCA,001-PERIKATAN,PERIKATAN,3682,70.93045655942977,won,021-DAP,DAP,000-ALONE,ALONE,1509.0,29.069543440570214,7112,5191,2173,2,74.04386951631045,41.86091311885957,41.86091311885956,False
1969-05-10|Negeri Sembilan|N.12 Jimah,1969-05-10,SE-03,Negeri Sembilan,N.12 Jimah,state,12,Jimah,state|Negeri Sembilan|jimah,1969,NK9AD,Oh Keng Seng,021-DAP,DAP,000-ALONE,ALONE,2339,56.53855450809766,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,1442.0,34.85617597292725,5874,4137,897,4,73.79979570990807,21.68237853517041,21.682378535170415,False
1969-05-10|Negeri Sembilan|N.13 Lukut,1969-05-10,SE-03,Negeri Sembilan,N.13 Lukut,state,13,Lukut,state|Negeri Sembilan|lukut,1969,B0K1T,Chin Chan Sung,021-DAP,DAP,000-ALONE,ALONE,1340,56.32618747372846,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,892.0,37.494745691467,3556,2379,448,4,69.93813273340832,18.831441782261454,18.831441782261457,False
1969-05-10|Negeri Sembilan|N.14 Si Rusa,1969-05-10,SE-03,Negeri Sembilan,N.14 Si Rusa,state,14,Si Rusa,state|Negeri Sembilan|si rusa,1969,HVZ6C,Hassan bin Ahmad,021-DAP,DAP,000-ALONE,ALONE,2486,46.92336730841827,won,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2256.0,42.582106455266135,7987,5298,230,4,68.949543007387,4.341260853152133,4.341260853152136,False
1969-05-10|Negeri Sembilan|N.15 Pasir Panjang,1969-05-10,SE-03,Negeri Sembilan,N.15 Pasir Panjang,state,15,Pasir Panjang,state|Negeri Sembilan|pasir panjang,1969,W51D7,Lee Geok Shean,021-DAP,DAP,000-ALONE,ALONE,1628,41.07998990663639,won,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,1493.0,37.673479687105726,5258,3963,135,4,78.8322556104983,3.4065102195306585,3.4065102195306665,False
1969-05-10|Negeri Sembilan|N.16 Linggi,1969-05-10,SE-03,Negeri Sembilan,N.16 Linggi,state,16,Linggi,state|Negeri Sembilan|linggi,1969,A5DR3,Soorian Arjunan,021-DAP,DAP,000-ALONE,ALONE,1672,53.18066157760815,won,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,1427.0,45.38804071246819,3948,3144,245,3,83.02938196555218,7.7926208651399484,7.792620865139959,False
1969-05-10|Negeri Sembilan|N.17 Kuala Klawang,1969-05-10,SE-03,Negeri Sembilan,N.17 Kuala Klawang,state,17,Kuala Klawang,state|Negeri Sembilan|kuala klawang,1969,69MEF,Lim Kim Kee,003-MCA,MCA,001-PERIKATAN,PERIKATAN,2666,48.872593950504125,won,021-DAP,DAP,000-ALONE,ALONE,2026.0,37.14023831347388,7566,5455,640,4,76.81734073486652,11.732355637030247,11.732355637030246,False
1969-05-10|Negeri Sembilan|N.18 Pertang,1969-05-10,SE-03,Negeri Sembilan,N.18 Pertang,state,18,Pertang,state|Negeri Sembilan|pertang,1969,D50K1,Aminuddin bin Abdul Manaf,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,1321,37.69977168949772,won,000-BEBAS,BEBAS,000-ALONE,ALONE,941.0,26.855022831050228,4520,3504,380,4,82.65486725663716,10.844748858447488,10.844748858447495,False
1969-05-10|Negeri Sembilan|N.19 Bahau,1969-05-10,SE-03,Negeri Sembilan,N.19 Bahau,state,19,Bahau,state|Negeri Sembilan|bahau,1969,M0CQK,Thong Hiang Kim,003-MCA,MCA,001-PERIKATAN,PERIKATAN,0,,won_uncontested,,,,,,,7086,0,0,1,,,,True
1969-05-10|Negeri Sembilan|N.20 Rompin,1969-05-10,SE-03,Negeri Sembilan,N.20 Rompin,state,20,Rompin,state|Negeri Sembilan|rompin,1969,QJHZF,Yee Kok Ching,003-MCA,MCA,001-PERIKATAN,PERIKATAN,1409,40.82874529121994,won,000-BEBAS,BEBAS,000-ALONE,ALONE,1134.0,32.86004056795132,5453,3451,275,3,68.03594351732991,7.968704723268617,7.9687047232686155,False
1969-05-10|Negeri Sembilan|N.21 Jempol,1969-05-10,SE-03,Negeri Sembilan,N.21 Jempol,state,21,Jempol,state|Negeri Sembilan|jempol,1969,8JH59,Mohamad Khatib bin Mohamad Nor,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2625,69.85098456625865,won,004-PAS,PAS,000-ALONE,ALONE,1133.0,30.14901543374135,5095,3758,1492,2,82.19823356231599,39.7019691325173,39.70196913251729,False
1969-05-10|Negeri Sembilan|N.22 Lenggeng,1969-05-10,SE-03,Negeri Sembilan,N.22 Lenggeng,state,22,Lenggeng,state|Negeri Sembilan|lenggeng,1969,NSFBH,Zainal Abidin bin Mohd. Lati,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2970,48.26913700633837,won,021-DAP,DAP,000-ALONE,ALONE,2929.0,47.60279538436535,8684,6153,41,3,76.17457392906495,0.6663416219730214,0.666341621973018,False
1969-05-10|Negeri Sembilan|N.23 Labu,1969-05-10,SE-03,Negeri Sembilan,N.23 Labu,state,23,Labu,state|Negeri Sembilan|labu,1969,3G7MN,Ahmad bin Abdul Manaf,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2093,43.952120957580846,won,021-DAP,DAP,000-ALONE,ALONE,1729.0,36.308273834523305,6993,4762,364,5,75.64707564707564,7.643847123057538,7.64384712305754,False
1969-05-10|Negeri Sembilan|N.24 Bukit Nanas,1969-05-10,SE-03,Negeri Sembilan,N.24 Bukit Nanas,state,24,Bukit Nanas,state|Negeri Sembilan|bukit nanas,1969,MEFYY,Sinnathamby Seeveratnam,021-DAP,DAP,000-ALONE,ALONE,6336,75.87115315531075,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,1712.0,20.50053885762184,12223,8351,4624,3,71.54544710791131,55.3706142976889,55.37061429768891,False
1969-05-10|Negeri Sembilan|P.079 Kuala Pilah,1969-05-10,GE-03,Negeri Sembilan,P.079 Kuala Pilah,federal,079,Kuala Pilah,federal|Negeri Sembilan|kuala pilah,1969,SRBGY,Abdul Samad bin Idris,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,11762,59.02248093135288,won,004-PAS,PAS,000-ALONE,ALONE,8166.0,40.977519068647126,27118,19928,3596,2,78.11785529906335,18.04496186270574,18.044961862705755,False
1969-05-10|Negeri Sembilan|P.080 Seremban Timor,1969-05-10,GE-03,Negeri Sembilan,P.080 Seremban Timor,federal,080,Seremban Timor,federal|Negeri Sembilan|seremban timor,1969,3A1KH,Dennis Chen Man Hin,021-DAP,DAP,000-ALONE,ALONE,13475,60.32051569004879,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,8073.0,36.13859170061328,32222,22339,5402,3,72.13704922102912,24.18192398943552,24.18192398943551,False
1969-05-10|Negeri Sembilan|P.081 Rembau-Tampin,1969-05-10,GE-03,Negeri Sembilan,P.081 Rembau-Tampin,federal,081,Rembau-Tampin,federal|Negeri Sembilan|rembau-tampin,1969,BT16E,Sulaiman bin Mohd. Attas,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,0,,won_uncontested,,,,,,,27145,0,0,1,,,,True
1969-05-10|Negeri Sembilan|P.082 Port Dickson,1969-05-10,GE-03,Negeri Sembilan,P.082 Port Dickson,federal,082,Port Dickson,federal|Negeri Sembilan|port dickson,1969,A5DR3,Soorian Arjunan,021-DAP,DAP,000-ALONE,ALONE,10266,53.88693506902524,won,002-MIC,MIC,001-PERIKATAN,PERIKATAN,6606.0,34.675345126240096,26623,19051,3660,4,74.17646395973406,19.21158994278516,19.211589942785146,False
1969-05-10|Negeri Sembilan|P.083 Jelebu-Jempol,1969-05-10,GE-03,Negeri Sembilan,P.083 Jelebu-Jempol,federal,083,Jelebu-Jempol,federal|Negeri Sembilan|jelebu-jempol,1969,ERY18,Mohamed bin Ujang,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,12573,66.75692895826695,won,004-PAS,PAS,000-ALONE,ALONE,6261.0,33.24307104173304,29720,18834,6312,2,74.09488559892328,33.51385791653393,33.513857916533915,False
1969-05-10|Negeri Sembilan|P.084 Seremban Barat,1969-05-10,GE-03,Negeri Sembilan,P.084 Seremban Barat,federal,084,Seremban Barat,federal|Negeri Sembilan|seremban barat,1969,MEFYY,Sinnathamby Seeveratnam,021-DAP,DAP,000-ALONE,ALONE,11705,59.44038188096689,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,7277.0,36.95409303270364,27900,19692,4428,3,74.08602150537634,22.486288848263253,22.48628884826325,False
1969-05-10|Pahang|N.01 Cameron Highlands,1969-05-10,SE-03,Pahang,N.01 Cameron Highlands,state,01,Cameron Highlands,state|Pahang|cameron highlands,1969,32FJ5,Wong Lok Hoi,026-GERAKAN,GERAKAN,000-ALONE,ALONE,2026,58.201666187877045,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,1455.0,41.79833381212295,5581,3481,571,2,65.31087618706324,16.403332375754093,16.403332375754097,False
1969-05-10|Pahang|N.02 Dong,1969-05-10,SE-03,Pahang,N.02 Dong,state,02,Dong,state|Pahang|dong,1969,7HVTJ,Yeop Sendiri bin Hussin,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3353,55.35743767541688,won,004-PAS,PAS,000-ALONE,ALONE,1090.0,17.99570744593033,9153,6057,2263,4,67.22386102917076,37.36173022948655,37.361730229486554,False
1969-05-10|Pahang|N.03 Bandar Raub,1969-05-10,SE-03,Pahang,N.03 Bandar Raub,state,03,Bandar Raub,state|Pahang|bandar raub,1969,DBHS0,Loke Kwok Kheong,003-MCA,MCA,001-PERIKATAN,PERIKATAN,3421,64.70588235294117,won,000-BEBAS,BEBAS,000-ALONE,ALONE,1866.0,35.294117647058826,7390,5287,1555,2,73.531799729364,29.411764705882355,29.411764705882348,False
1969-05-10|Pahang|N.04 Tras,1969-05-10,SE-03,Pahang,N.04 Tras,state,04,Tras,state|Pahang|tras,1969,M6XXJ,Tengku Mustapha bin Tengku Seti,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2678,50.112275449101794,won,000-BEBAS,BEBAS,000-ALONE,ALONE,2355.0,44.06811377245509,7203,5344,323,3,75.27419130917673,6.044161676646707,6.044161676646702,False
1969-05-10|Pahang|N.05 Sabai,1969-05-10,SE-03,Pahang,N.05 Sabai,state,05,Sabai,state|Pahang|sabai,1969,W4088,Abu Bakar bin Ahmad,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3343,61.33944954128441,won,000-BEBAS,BEBAS,000-ALONE,ALONE,2107.0,38.6605504587156,7395,5450,1236,2,75.24002704530088,22.678899082568808,22.67889908256881,False
1969-05-10|Pahang|N.06 Bandar Bentong,1969-05-10,SE-03,Pahang,N.06 Bandar Bentong,state,06,Bandar Bentong,state|Pahang|bandar bentong,1969,2ZCCT,Chow Seng Toong,003-MCA,MCA,001-PERIKATAN,PERIKATAN,2329,51.76705934652145,won,000-BEBAS,BEBAS,000-ALONE,ALONE,2170.0,48.23294065347855,5924,4499,159,2,77.93720459149223,3.534118693042899,3.534118693042899,False
1969-05-10|Pahang|N.07 Benus,1969-05-10,SE-03,Pahang,N.07 Benus,state,07,Benus,state|Pahang|benus,1969,1XP6P,Lo Chiew Chuen,000-BEBAS,BEBAS,000-ALONE,ALONE,2291,50.1203237803544,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,2280.0,49.87967621964559,5832,4571,11,2,80.67558299039781,0.2406475607088164,0.24064756070880833,False
1969-05-10|Pahang|N.08 Mentakab,1969-05-10,SE-03,Pahang,N.08 Mentakab,state,08,Mentakab,state|Pahang|mentakab,1969,WQKGK,Syed Abdullah bin Syed Ali,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,3416,56.99983313866177,won,009-PR,PR,000-ALONE,ALONE,1597.0,26.64775571500084,9036,5993,1819,3,67.82868525896414,30.35207742366094,30.35207742366093,False
1969-05-10|Pahang|N.09 Tanah Puteh,1969-05-10,SE-03,Pahang,N.09 Tanah Puteh,state,09,Tanah Puteh,state|Pahang|tanah puteh,1969,FMEFT,Sivasubramaniam a/l Sivasambandan,009-PR,PR,000-ALONE,ALONE,2235,51.06237148732008,won,003-MCA,MCA,001-PERIKATAN,PERIKATAN,1651.0,37.71989947452593,7063,4377,584,3,66.03426306102223,13.342472012794152,13.342472012794147,False
1969-05-10|Pahang|N.10 Telok Sisek,1969-05-10,SE-03,Pahang,N.10 Telok Sisek,state,10,Telok Sisek,state|Pahang|telok sisek,1969,1TK1B,Mahimon binti Harun,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2077,44.40880906564037,won,000-BEBAS,BEBAS,000-ALONE,ALONE,1544.0,33.012614924096646,8607,4677,533,3,61.07819216916464,11.396194141543726,11.396194141543724,False
1969-05-10|Pahang|N.11 Beserah,1969-05-10,SE-03,Pahang,N.11 Beserah,state,11,Beserah,state|Pahang|beserah,1969,AEBSQ,Abdul Aziz bin Ahmad,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2945,69.27781698423901,won,004-PAS,PAS,000-ALONE,ALONE,1306.0,30.722183015761,6267,4251,1639,2,75.66618796872507,38.555633968478006,38.555633968478006,False
1969-05-10|Pahang|N.12 Ulu Kuantan,1969-05-10,SE-03,Pahang,N.12 Ulu Kuantan,state,12,Ulu Kuantan,state|Pahang|hulu kuantan,1969,YR85X,Dzulkifli Ismail,009-PR,PR,000-ALONE,ALONE,2250,40.228857500446985,won,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,2182.0,39.01305202932237,8217,5593,68,3,73.81039308750152,1.21580547112462,1.215805471124618,False
1969-05-10|Pahang|N.13 Kuala Pahang,1969-05-10,SE-03,Pahang,N.13 Kuala Pahang,state,13,Kuala Pahang,state|Pahang|kuala pahang,1969,STDHA,Mohamed bin Jusoh,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,0,,won_uncontested,,,,,,,7732,0,0,1,,,,True
1969-05-10|Pahang|N.14 Pahang Tua,1969-05-10,SE-03,Pahang,N.14 Pahang Tua,state,14,Pahang Tua,state|Pahang|pahang tua,1969,MQE0J,Mohamed Mokhtar bin Mohd Daud,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,0,,won_uncontested,,,,,,,8408,0,0,1,,,,True
