contest_id,date,election,state,seat,seat_type,seat_no,seat_name,seat_key,year,win_candidate_uid,win_name,win_party_uid,win_party,win_coalition_uid,win_coalition,win_votes,win_votes_perc,win_result,run_party_uid,run_party,run_coalition_uid,run_coalition,run_votes,run_votes_perc,voters_total,votes_valid,majority,n_candidates,voter_turnout,majority_perc,margin_perc,uncontested
1955-07-25|Kedah|P.040 Kedah Utara,1955-07-25,GE-00,Kedah,P.040 Kedah Utara,federal,040,Kedah Utara,federal|Kedah|kedah utara,1955,VGCZX,Syed Ahmad bin Syed Mahmud Shahabudin,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,25544,89.84559108015898,won,000-BEBAS,BEBAS,000-ALONE,ALONE,1578.0,5.550279624353698,33966,28431,23966,3,85.80345050933286,84.29531145580529,84.29531145580529,False
1955-07-25|Kedah|P.041 Kedah Tengah,1955-07-25,GE-00,Kedah,P.041 Kedah Tengah,federal,041,Kedah Tengah,federal|Kedah|kedah tengah,1955,5SF6R,Mohamed Khir bin Johari,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,31077,95.59800664451828,won,008-NEG,NEG,000-ALONE,ALONE,1431.0,4.401993355481728,37176,32508,29646,2,88.90144179040242,91.19601328903654,91.19601328903656,False
1955-07-25|Kedah|P.042 Sungei Muda,1955-07-25,GE-00,Kedah,P.042 Sungei Muda,federal,042,Sungei Muda,federal|Kedah|sungei muda,1955,CMVBA,Tunku Abdul Rahman Putra Al-Haj,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,22226,94.71979544001704,won,000-BEBAS,BEBAS,000-ALONE,ALONE,1239.0,5.280204559982953,27426,23465,20987,2,87.23109458178371,89.43959088003409,89.43959088003409,False
1955-07-25|Kedah|P.043 Kedah Selatan,1955-07-25,GE-00,Kedah,P.043 Kedah Selatan,federal,043,Kedah Selatan,federal|Kedah|kedah selatan,1955,KG7FW,Lim Teng Kwang,003-MCA,MCA,001-PERIKATAN,PERIKATAN,21050,93.08804669880158,won,004-PAS,PAS,000-ALONE,ALONE,1563.0,6.911953301198426,25917,22613,19487,2,88.72554693830304,86.17609339760315,86.17609339760315,False
1955-07-25|Kelantan|P.044 Kelantan Selatan,1955-07-25,GE-00,Kelantan,P.044 Kelantan Selatan,federal,044,Kelantan Selatan,federal|Kelantan|kelantan selatan,1955,TBKME,Abdul Khalid bin Awang Osman,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,21746,66.86756249807817,won,008-NEG,NEG,000-ALONE,ALONE,7175.0,22.062667199655607,39084,32521,14571,3,86.11452256677924,44.80489529842256,44.804895298422565,False
1955-07-25|Kelantan|P.045 Kelantan Timor,1955-07-25,GE-00,Kelantan,P.045 Kelantan Timor,federal,045,Kelantan Timor,federal|Kelantan|kelantan timor,1955,4MNV9,Nik Hassan bin Nik Yahya,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,30954,81.14186851211073,won,008-NEG,NEG,000-ALONE,ALONE,4019.0,10.535283632169444,46221,38148,26935,4,84.72123060946323,70.60658487994128,70.6065848799413,False
1955-07-25|Kelantan|P.046 Pasir Mas,1955-07-25,GE-00,Kelantan,P.046 Pasir Mas,federal,046,Pasir Mas,federal|Kelantan|pasir mas,1955,JBE4D,Tengku Ahmad bin Tengku Abdul Ghaffar,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,20963,73.63189322093432,won,004-PAS,PAS,000-ALONE,ALONE,7507.0,26.36810677906568,34779,28470,13456,2,84.67465999597458,47.26378644186863,47.26378644186863,False
1955-07-25|Kelantan|P.047 Kelantan Utara,1955-07-25,GE-00,Kelantan,P.047 Kelantan Utara,federal,047,Kelantan Utara,federal|Kelantan|kelantan utara,1955,S6T8Z,Tengku Indra Petra bin Sultan Ibrahim,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,28428,81.8708060939435,won,008-NEG,NEG,000-ALONE,ALONE,6295.0,18.129193906056503,42510,34723,22133,2,84.82709950599859,63.741612187886986,63.741612187887,False
1955-07-25|Kelantan|P.048 Kelantan Tengah,1955-07-25,GE-00,Kelantan,P.048 Kelantan Tengah,federal,048,Kelantan Tengah,federal|Kelantan|kelantan tengah,1955,026DH,Abdul Hamid bin Mahmud,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,28422,85.43601767517359,won,008-NEG,NEG,000-ALONE,ALONE,2970.0,8.927766254847146,43149,33267,25452,4,79.42246633757445,76.50825142032645,76.50825142032645,False
1955-07-25|Melaka|P.005 Malacca Central,1955-07-25,GE-00,Melaka,P.005 Malacca Central,federal,005,Malacca Central,federal|Melaka|malacca central,1955,AE0MW,Tan Siew Sin,003-MCA,MCA,001-PERIKATAN,PERIKATAN,17104,84.26445955266529,won,000-BEBAS,BEBAS,000-ALONE,ALONE,3194.0,15.735540447334712,25511,20298,13910,2,81.24730508408138,68.52891910533057,68.52891910533057,False
1955-07-25|Melaka|P.006 Malacca Luar,1955-07-25,GE-00,Melaka,P.006 Malacca Luar,federal,006,Malacca Luar,federal|Melaka|malacca luar,1955,H9CSE,Abdul Ghafar bin Baba,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,26790,90.47313498362097,won,008-NEG,NEG,000-ALONE,ALONE,2821.0,9.526865016379048,34204,29611,23969,2,88.17097415506959,80.9462699672419,80.94626996724192,False
1955-07-25|Negeri Sembilan|P.024 Negri Sembilan Utara,1955-07-25,GE-00,Negeri Sembilan,P.024 Negri Sembilan Utara,federal,024,Negri Sembilan Utara,federal|Negeri Sembilan|negri sembilan utara,1955,6YYJB,Mohd Idris bin Mat Sil,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,21155,91.05582576507554,won,008-NEG,NEG,000-ALONE,ALONE,1572.0,6.766237679163259,26502,23233,19583,3,89.3064674364199,84.28958808591229,84.28958808591229,False
