seat_key,seat_type,state,current_name,current_seat,names,n_names,first_year,last_year,n_contests,still_current
state|Sarawak|bengoh,state,Sarawak,Bengoh,N.16 Bengoh,Bengoh,1,1969,2011,11,False
state|Sarawak|beting maro,state,Sarawak,Beting Maro,N.29 Beting Maro,Beting Maro,1,1996,2021,6,False
state|Sarawak|binatang,state,Sarawak,Binatang,N.26 Binatang,Binatang,1,1969,1974,2,False
state|Sarawak|bukit assek,state,Sarawak,Bukit Assek,N.51 Bukit Assek,Bukit Assek,1,1991,2021,7,False
state|Sarawak|bukit begunan,state,Sarawak,Bukit Begunan,N.31 Bukit Begunan,Bukit Begunan,1,1991,2021,8,False
state|Sarawak|bukit goram,state,Sarawak,Bukit Goram,N.63 Bukit Goram,Bukit Goram,1,2016,2021,2,False
state|Sarawak|bukit kota,state,Sarawak,Bukit Kota,N.79 Bukit Kota,Bukit Kota,1,2006,2021,4,False
state|Sarawak|bukit saban,state,Sarawak,Bukit Saban,N.37 Bukit Saban,Bukit Saban,1,2006,2021,4,False
state|Sarawak|bukit sari,state,Sarawak,Bukit Sari,N.82 Bukit Sari,Bukit Sari,1,2006,2021,4,False
state|Sarawak|bukit semuja,state,Sarawak,Bukit Semuja,N.23 Bukit Semuja,Bukit Semuja,1,2016,2021,2,False
state|Sarawak|dalat,state,Sarawak,Dalat,N.56 Dalat,Dalat,1,1991,2021,7,False
state|Sarawak|daro,state,Sarawak,Daro,N.43 Daro,Daro,1,2006,2021,4,False
state|Sarawak|demak laut,state,Sarawak,Demak Laut,N.05 Demak Laut,Demak Laut,1,1996,2021,6,False
state|Sarawak|dudong,state,Sarawak,Dudong,N.52 Dudong,Dudong,1,1969,2021,12,False
state|Sarawak|engkilili,state,Sarawak,Engkilili,N.33 Engkilili,Engkilili,1,1979,2021,11,False
state|Sarawak|engkilili-skrang,state,Sarawak,Engkilili-Skrang,N.17 Engkilili-Skrang,Engkilili-Skrang,1,1969,1974,3,False
state|Sarawak|gedong,state,Sarawak,Gedong,N.26 Gedong,Gedong,1,1969,2021,7,False
state|Sarawak|hulu ai,state,Sarawak,Ulu Ai,N.18 Ulu Ai,Ulu Ai,1,1969,1974,2,False
state|Sarawak|igan,state,Sarawak,Igan,N.29 Igan,Igan,1,1969,1987,5,False
state|Sarawak|jemoreng,state,Sarawak,Jemoreng,N.44 Jemoreng,Jemoreng,1,2006,2021,4,False
state|Sarawak|jepak,state,Sarawak,Jepak,N.67 Jepak,Jepak,1,1996,2023,7,False
state|Sarawak|kabong,state,Sarawak,Kabong,N.40 Kabong,Kabong,1,2016,2021,2,False
state|Sarawak|kakus,state,Sarawak,Kakus,N.60 Kakus,Kakus,1,1991,2021,7,False
state|Sarawak|kalaka,state,Sarawak,Kalaka,N.38 Kalaka,Kalaka,1,1969,2021,12,False
state|Sarawak|katibas,state,Sarawak,Katibas,N.62 Katibas,Katibas,1,1979,2021,10,False
state|Sarawak|kedup,state,Sarawak,Kedup,N.22 Kedup,Kedup,1,1996,2021,6,False
state|Sarawak|kemena,state,Sarawak,Kemena,N.69 Kemena,Kemena,1,1969,2021,13,False
state|Sarawak|kidurong,state,Sarawak,Kidurong,N.59 Kidurong,Kidurong,1,1991,2011,6,False
state|Sarawak|kota sentosa,state,Sarawak,Kota Sentosa,N.12 Kota Sentosa,Kota Sentosa,1,2006,2021,4,False
state|Sarawak|krian,state,Sarawak,Krian,N.39 Krian,Krian,1,1969,2021,12,False
state|Sarawak|kuala rajang,state,Sarawak,Kuala Rajang,N.41 Kuala Rajang,Kuala Rajang,1,1969,2021,7,False
state|Sarawak|kuching barat,state,Sarawak,Kuching Barat,N.03 Kuching Barat,Kuching Barat,1,1969,1974,3,False
state|Sarawak|kuching timor,state,Sarawak,Kuching Timor,N.04 Kuching Timor,Kuching Timor,1,1969,1979,3,False
state|Sarawak|lambir,state,Sarawak,Lambir,N.72 Lambir,Lambir,1,1991,2021,7,False
state|Sarawak|lawas,state,Sarawak,Lawas,N.61 Lawas,Lawas,1,1969,2001,8,False
state|Sarawak|layar,state,Sarawak,Layar,N.36 Layar,Layar,1,1969,2021,12,False
state|Sarawak|limbang,state,Sarawak,Limbang,N.60 Limbang,Limbang,1,1969,2001,8,False
state|Sarawak|lingga,state,Sarawak,Lingga,N.28 Lingga,Lingga,1,1979,2021,7,False
state|Sarawak|lingga-sebuyau,state,Sarawak,Lingga-Sebuyau,N.15 Lingga-Sebuyau,Lingga-Sebuyau,1,1969,1974,2,False
state|Sarawak|lundu,state,Sarawak,Lundu,N.01 Lundu,Lundu,1,1969,1987,5,False
state|Sarawak|machan,state,Sarawak,Machan,N.50 Machan,Machan,1,1969,2021,13,False
state|Sarawak|maling,state,Sarawak,Maling,N.27 Maling,Maling,1,1979,1987,3,False
state|Sarawak|mambong,state,Sarawak,Mambong,N.19 Mambong,Mambong,1,2016,2021,2,False
state|Sarawak|marudi,state,Sarawak,Marudi,N.76 Marudi,Marudi,1,1969,2021,12,False
state|Sarawak|matu daro,state,Sarawak,Matu Daro,N.32 Matu Daro,Matu Daro,1,1996,2001,2,False
state|Sarawak|matu-daro,state,Sarawak,Matu-Daro,N.30 Matu-Daro,Matu-Daro,1,1969,1991,7,False
state|Sarawak|meluan,state,Sarawak,Meluan,N.48 Meluan,Meluan,1,1969,2021,12,False
state|Sarawak|meradong,state,Sarawak,Meradong,N.46 Meradong,Meradong,1,1979,2021,10,False
state|Sarawak|miri,state,Sarawak,Miri,N.44 Miri,Miri,1,1969,1987,5,False
state|Sarawak|muara tuang,state,Sarawak,Muara Tuang,N.16 Muara Tuang,Muara Tuang,1,1969,2021,13,False
state|Sarawak|mulu,state,Sarawak,Mulu,N.78 Mulu,Mulu,1,2016,2021,2,False
state|Sarawak|murum,state,Sarawak,Murum,N.66 Murum,Murum,1,2016,2021,2,False
state|Sarawak|nangka,state,Sarawak,Nangka,N.55 Nangka,Nangka,1,1996,2021,6,False
state|Sarawak|ngemah,state,Sarawak,Ngemah,N.49 Ngemah,Ngemah,1,1969,2021,12,False
state|Sarawak|opar,state,Sarawak,Opar,N.01 Opar,Opar,1,2006,2021,4,False
state|Sarawak|oya,state,Sarawak,Oya,N.32 Oya,Oya,1,1969,1987,7,False
state|Sarawak|padungan,state,Sarawak,Padungan,N.09 Padungan,Padungan,1,1979,2021,10,False
state|Sarawak|pakan,state,Sarawak,Pakan,N.47 Pakan,Pakan,1,1969,2021,12,False
state|Sarawak|pantai damai,state,Sarawak,Pantai Damai,N.04 Pantai Damai,Pantai Damai,1,1991,2021,7,False
state|Sarawak|pelagus,state,Sarawak,Pelagus,N.61 Pelagus,Pelagus,1,1969,2021,13,False
state|Sarawak|pelawan,state,Sarawak,Pelawan,N.54 Pelawan,Pelawan,1,1996,2021,6,False
state|Sarawak|pending,state,Sarawak,Pending,N.10 Pending,Pending,1,1991,2021,7,False
state|Sarawak|petra jaya,state,Sarawak,Petra Jaya,N.05 Petra Jaya,Petra Jaya,1,1979,1987,3,False
state|Sarawak|piasau,state,Sarawak,Piasau,N.73 Piasau,Piasau,1,1991,2021,7,False
state|Sarawak|pujut,state,Sarawak,Pujut,N.74 Pujut,Pujut,1,2006,2021,4,False
state|Sarawak|repok,state,Sarawak,Repok,N.45 Repok,Repok,1,1969,2021,12,False
state|Sarawak|sadong jaya,state,Sarawak,Sadong Jaya,N.24 Sadong Jaya,Sadong Jaya,1,1996,2021,6,False
state|Sarawak|samalaju,state,Sarawak,Samalaju,N.70 Samalaju,Samalaju,1,2016,2021,2,False
state|Sarawak|samariang,state,Sarawak,Samariang,N.07 Samariang,Samariang,1,1996,2021,6,False
state|Sarawak|saribas,state,Sarawak,Saribas,N.35 Saribas,Saribas,1,1969,2021,12,False
state|Sarawak|satok,state,Sarawak,Satok,N.08 Satok,Satok,1,1979,2021,11,False
state|Sarawak|sebandi,state,Sarawak,Sebandi,N.07 Sebandi,Sebandi,1,1969,1987,7,False
state|Sarawak|sebuyau,state,Sarawak,Sebuyau,N.27 Sebuyau,Sebuyau,1,1991,2021,7,False
state|Sarawak|seduan,state,Sarawak,Seduan,N.40 Seduan,Seduan,1,1979,1991,4,False
state|Sarawak|sejingkat,state,Sarawak,Sejingkat,N.04 Sejingkat,Sejingkat,1,1991,1991,1,False
state|Sarawak|sekama,state,Sarawak,Sekama,N.06 Sekama,Sekama,1,1969,1974,2,False
state|Sarawak|semariang,state,Sarawak,Semariang,N.05 Semariang,Semariang,1,1969,1976,3,False
state|Sarawak|semera,state,Sarawak,Semera,N.16 Semera,Semera,1,1969,1991,6,False
state|Sarawak|semop,state,Sarawak,Semop,N.42 Semop,Semop,1,2006,2021,4,False
state|Sarawak|senadin,state,Sarawak,Senadin,N.75 Senadin,Senadin,1,1996,2021,6,False
state|Sarawak|serdeng,state,Sarawak,Serdeng,N.31 Serdeng,Serdeng,1,1991,2001,3,False
state|Sarawak|serembu,state,Sarawak,Serembu,N.18 Serembu,Serembu,1,2016,2021,2,False
state|Sarawak|sibu luar,state,Sarawak,Sibu Luar,N.28 Sibu Luar,Sibu Luar,1,1969,1974,2,False
state|Sarawak|sibu tengah,state,Sarawak,Sibu Tengah,N.27 Sibu Tengah,Sibu Tengah,1,1969,1974,2,False
state|Sarawak|simanggang,state,Sarawak,Simanggang,N.32 Simanggang,Simanggang,1,1969,2021,9,False
state|Sarawak|simunjan,state,Sarawak,Simunjan,N.25 Simunjan,Simunjan,1,1991,2021,7,False
state|Sarawak|song,state,Sarawak,Song,N.37 Song,Song,1,1969,1974,2,False
state|Sarawak|sri aman,state,Sarawak,Sri Aman,N.16 Sri Aman,Sri Aman,1,1979,1987,3,False
state|Sarawak|stakan,state,Sarawak,Stakan,N.17 Stakan,Stakan,1,2016,2021,2,False
state|Sarawak|stampin,state,Sarawak,Stampin,N.04 Stampin,Stampin,1,1979,1987,3,False
state|Sarawak|subis,state,Sarawak,Subis,N.43 Subis,Subis,1,1969,1987,5,False
state|Sarawak|tamin,state,Sarawak,Tamin,N.59 Tamin,Tamin,1,1991,2021,7,False
state|Sarawak|tanjong batu,state,Sarawak,Tanjong Batu,N.68 Tanjong Batu,Tanjong Batu,1,2016,2021,2,False
state|Sarawak|tanjong datu,state,Sarawak,Tanjong Datu,N.03 Tanjong Datu,Tanjong Datu,1,1991,2021,8,False
state|Sarawak|tarat,state,Sarawak,Tarat,N.20 Tarat,Tarat,1,1969,2021,12,False
state|Sarawak|tasik biru,state,Sarawak,Tasik Biru,N.02 Tasik Biru,Tasik Biru,1,1979,2021,10,False
state|Sarawak|tatau,state,Sarawak,Tatau,N.41 Tatau,Tatau,1,1969,1987,5,False
state|Sarawak|tebakang,state,Sarawak,Tebakang,N.12 Tebakang,Tebakang,1,1969,1987,5,False
state|Sarawak|tebedu,state,Sarawak,Tebedu,N.21 Tebedu,Tebedu,1,1991,2021,7,False
state|Sarawak|telang usan,state,Sarawak,Telang Usan,N.77 Telang Usan,Telang Usan,1,1969,2021,12,False
state|Sarawak|tellian,state,Sarawak,Tellian,N.57 Tellian,Tellian,1,2016,2021,2,False
state|Sarawak|tupong,state,Sarawak,Tupong,N.06 Tupong,Tupong,1,1991,2021,7,False
state|Selangor|ampang,state,Selangor,Ampang,N.19 Ampang,Ampang,1,1959,1999,8,False
state|Selangor|asam jawa,state,Selangor,Asam Jawa,N.11 Asam Jawa,Asam Jawa,1,1974,1982,3,False
state|Selangor|balakong,state,Selangor,Balakong,N.27 Balakong,Balakong,1,1995,2023,8,True
state|Selangor|bandar baru klang,state,Selangor,Bandar Baru Klang,N.45 Bandar Baru Klang,Bandar Baru Klang,1,2018,2023,2,True
state|Selangor|bandar kelang,state,Selangor,Bandar Kelang,N.23 Bandar Kelang,Bandar Kelang,1,1974,1982,3,False
state|Selangor|bandar klang,state,Selangor,Bandar Klang,N.41 Bandar Klang,Bandar Klang,1,1995,1999,2,False
state|Selangor|bandar utama,state,Selangor,Bandar Utama,N.36 Bandar Utama,Bandar Utama,1,2018,2023,2,True
state|Selangor|bangi,state,Selangor,Bangi,N.26 Bangi,Bangi,1,2004,2013,3,False
state|Selangor|banting,state,Selangor,Banting,N.52 Banting,Banting,1,1974,2023,7,True
state|Selangor|batang kali,state,Selangor,Batang Kali,N.07 Batang Kali,Batang Kali,1,1974,2023,12,True
state|Selangor|batu caves,state,Selangor,Batu Caves,N.16 Batu Caves,Batu Caves,1,2004,2013,3,False
state|Selangor|batu laut,state,Selangor,Batu Laut,N.46 Batu Laut,Batu Laut,1,1974,1999,7,False
state|Selangor|batu tiga,state,Selangor,Batu Tiga,N.41 Batu Tiga,Batu Tiga,1,1986,2023,9,True
state|Selangor|beranang,state,Selangor,Beranang,N.24 Beranang,Beranang,1,1995,1999,2,False
state|Selangor|bukit antarabangsa,state,Selangor,Bukit Antarabangsa,N.19 Bukit Antarabangsa,Bukit Antarabangsa,1,2004,2023,5,True
state|Selangor|bukit gasing,state,Selangor,Bukit Gasing,N.34 Bukit Gasing,Bukit Gasing,1,1986,2023,9,True
state|Selangor|bukit lanjan,state,Selangor,Bukit Lanjan,N.37 Bukit Lanjan,Bukit Lanjan,1,1995,2023,7,True
state|Selangor|bukit melawati,state,Selangor,Bukit Melawati,N.10 Bukit Melawati,Bukit Melawati,1,2004,2023,5,True
state|Selangor|bukit nanas,state,Selangor,Bukit Nanas,N.15 Bukit Nanas,Bukit Nanas,1,1959,1969,3,False
state|Selangor|bukit raja,state,Selangor,Bukit Raja,N.22 Bukit Raja,Bukit Raja,1,1959,1982,6,False
state|Selangor|chempaka,state,Selangor,Chempaka,N.21 Chempaka,Chempaka,1,2004,2013,3,False
state|Selangor|damansara utama,state,Selangor,Damansara Utama,N.36 Damansara Utama,Damansara Utama,1,1986,2013,7,False
state|Selangor|dengkil,state,Selangor,Dengkil,N.55 Dengkil,Dengkil,1,1959,2023,15,True
state|Selangor|dusun tua,state,Selangor,Dusun Tua,N.23 Dusun Tua,Dusun Tua,1,1974,2023,12,True
state|Selangor|gombak,state,Selangor,Gombak,N.14 Gombak,Gombak,1,1974,1982,3,False
state|Selangor|gombak setia,state,Selangor,Gombak Setia,N.17 Gombak Setia,Gombak Setia,1,1986,2023,9,True
state|Selangor|hulu bernam,state,Selangor,Hulu Bernam,N.05 Hulu Bernam,Hulu Bernam / Ulu Bernam,2,1959,2023,10,True
state|Selangor|hulu kelang,state,Selangor,Hulu Kelang,N.18 Hulu Kelang,Hulu Kelang,1,1986,2023,9,True
state|Selangor|ijok,state,Selangor,Ijok,N.11 Ijok,Ijok,1,2004,2023,6,True
state|Selangor|ijuk,state,Selangor,Ijuk,N.11 Ijuk,Ijuk,1,1995,1999,2,False
state|Selangor|jeram,state,Selangor,Jeram,N.12 Jeram,Jeram,1,1959,2023,15,True
state|Selangor|kajang,state,Selangor,Kajang,N.25 Kajang,Kajang,1,1959,2023,17,True
state|Selangor|kalumpang,state,Selangor,Kalumpang,N.07 Kalumpang,Kalumpang,1,1974,1990,5,False
state|Selangor|kampong baru,state,Selangor,Kampong Bahru,N.16 Kampong Bahru,Kampong Bahru,1,1959,1969,4,False
state|Selangor|kampong jawa,state,Selangor,Kampong Jawa,N.24 Kampong Jawa,Kampong Jawa,1,1959,1982,6,False
state|Selangor|kampung tunku,state,Selangor,Kampung Tunku,N.35 Kampung Tunku,Kampung Tunku,1,1995,2023,7,True
state|Selangor|kapar,state,Selangor,Kapar,N.19 Kapar,Kapar,1,1974,1982,3,False
state|Selangor|kelana jaya,state,Selangor,Kelana Jaya,N.33 Kelana Jaya,Kelana Jaya,1,1986,1999,4,False
state|Selangor|kepong,state,Selangor,Kepong,N.03 Kepong,Kepong,1,1959,1969,3,False
state|Selangor|keramat,state,Selangor,Keramat,N.20 Keramat,Keramat,1,1986,1990,2,False
state|Selangor|kinrara,state,Selangor,Kinrara,N.30 Kinrara,Kinrara,1,2004,2023,5,True
state|Selangor|klang bandar,state,Selangor,Klang Bandar,N.34 Klang Bandar,Klang Bandar,1,1986,1990,2,False
state|Selangor|kota alam shah,state,Selangor,Kota Alam Shah,N.48 Kota Alam Shah,Kota Alam Shah,1,2004,2013,3,False
state|Selangor|kota anggerik,state,Selangor,Kota Anggerik,N.40 Kota Anggerik,Kota Anggerik,1,2004,2023,5,True
state|Selangor|kota damansara,state,Selangor,Kota Damansara,N.39 Kota Damansara,Kota Damansara,1,2004,2023,5,True
state|Selangor|kota kemuning,state,Selangor,Kota Kemuning,N.50 Kota Kemuning,Kota Kemuning,1,2018,2023,2,True
state|Selangor|kota raja,state,Selangor,Kota Raja,N.37 Kota Raja,Kota Raja,1,1995,1999,2,False
state|Selangor|kuala kubu,state,Selangor,Kuala Kubu,N.28 Kuala Kubu,Kuala Kubu,1,1959,1969,3,False
state|Selangor|kuala kubu baru,state,Selangor,Kuala Kubu Baharu,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,1,1986,2024,10,False
state|Selangor|kuala kubu bharu,state,Selangor,Kuala Kubu Bharu,N.08 Kuala Kubu Bharu,Kuala Kubu Bharu,1,1974,1982,3,False
state|Selangor|kuala selangor pekan,state,Selangor,Kuala Selangor Pekan,N.02 Kuala Selangor Pekan,Kuala Selangor Pekan,1,1959,1969,3,False
state|Selangor|kuang,state,Selangor,Kuang,N.13 Kuang,Kuang,1,1959,2023,8,True
state|Selangor|lembah jaya,state,Selangor,Lembah Jaya,N.20 Lembah Jaya,Lembah Jaya,1,1995,2023,7,True
state|Selangor|lindongan,state,Selangor,Lindongan,N.29 Lindongan,Lindongan,1,1986,1990,2,False
state|Selangor|meru,state,Selangor,Meru,N.42 Meru,Meru,1,1995,2023,7,True
state|Selangor|morib,state,Selangor,Morib,N.53 Morib,Morib,1,1959,2023,16,True
state|Selangor|pandamaran,state,Selangor,Pandamaran,N.47 Pandamaran,Pandamaran,1,1986,2023,7,True
state|Selangor|pandan,state,Selangor,Pandan,N.20 Pandan,Pandan,1,1986,1999,4,False
state|Selangor|pandan indah,state,Selangor,Pandan Indah,N.21 Pandan Indah,Pandan Indah,1,2018,2023,2,True
state|Selangor|panglima garang,state,Selangor,Panglima Garang,N.37 Panglima Garang,Panglima Garang,1,1974,1990,5,False
state|Selangor|pantai,state,Selangor,Pantai,N.13 Pantai,Pantai,1,1959,1969,3,False
state|Selangor|paya jaras,state,Selangor,Paya Jaras,N.38 Paya Jaras,Paya Jaras,1,1986,2023,9,True
state|Selangor|pelabuhan klang,state,Selangor,Pelabuhan Klang,N.46 Pelabuhan Klang,Pelabuhan Klang,1,1995,2023,7,True
state|Selangor|penchala,state,Selangor,Penchala,N.04 Penchala,Penchala,1,1959,1969,3,False
state|Selangor|permatang,state,Selangor,Permatang,N.09 Permatang,Permatang,1,1974,2023,13,True
state|Selangor|petaling jaya,state,Selangor,Petaling Jaya,N.25 Petaling Jaya,Petaling Jaya,1,1974,1982,3,False
state|Selangor|port swettenham,state,Selangor,Port Swettenham,N.19 Port Swettenham,Port Swettenham,1,1959,1969,4,False
state|Selangor|pucung,state,Selangor,Pucung,N.29 Pucung,Pucung,1,1995,1999,2,False
state|Selangor|rawang,state,Selangor,Rawang,N.14 Rawang,Rawang,1,1974,2023,12,True
state|Selangor|sabak,state,Selangor,Sabak,N.02 Sabak,Sabak,1,1959,2023,15,True
state|Selangor|salak,state,Selangor,Salak,N.14 Salak,Salak,1,1959,1969,3,False
state|Selangor|sekinchan,state,Selangor,Sekinchan,N.04 Sekinchan,Sekinchan,1,1974,2023,12,True
state|Selangor|selat kelang,state,Selangor,Selat Kelang,N.21 Selat Kelang,Selat Kelang,1,1974,1982,3,False
state|Selangor|selat klang,state,Selangor,Selat Klang,N.44 Selat Klang,Selat Klang,1,1986,2023,9,True
state|Selangor|selayang baru,state,Selangor,Selayang Baharu,N.14 Selayang Baharu,Selayang Baharu,1,1995,1999,2,False
state|Selangor|sementa,state,Selangor,Sementa,N.43 Sementa,Sementa,1,1959,2023,16,True
state|Selangor|semenyih,state,Selangor,Semenyih,N.24 Semenyih,Semenyih,1,1959,2023,14,True
state|Selangor|sentosa,state,Selangor,Sentosa,N.48 Sentosa,Sentosa,1,2018,2023,2,True
state|Selangor|sentul,state,Selangor,Sentul,N.12 Sentul,Sentul,1,1959,1969,3,False
state|Selangor|serdang,state,Selangor,Serdang,N.30 Serdang,Serdang,1,1959,1990,9,False
state|Selangor|serendah,state,Selangor,Serendah,N.07 Serendah,Serendah,1,1959,1969,3,False
state|Selangor|seri andalas,state,Selangor,Seri Andalas,N.49 Seri Andalas,Seri Andalas,1,2004,2013,3,False
state|Selangor|seri cahaya,state,Selangor,Seri Cahaya,N.12 Seri Cahaya,Seri Cahaya,1,1986,1990,2,False
state|Selangor|seri kembangan,state,Selangor,Seri Kembangan,N.28 Seri Kembangan,Seri Kembangan,1,2004,2023,5,True
state|Selangor|seri serdang,state,Selangor,Seri Serdang,N.29 Seri Serdang,Seri Serdang,1,2004,2023,5,True
state|Selangor|seri setia,state,Selangor,Seri Setia,N.32 Seri Setia,Seri Setia,1,2004,2023,6,True
state|Selangor|shahbandar raya,state,Selangor,Shahbandar Raya,N.33 Shahbandar Raya,Shahbandar Raya,1,1986,1994,3,False
state|Selangor|sijangkang,state,Selangor,Sijangkang,N.51 Sijangkang,Sijangkang,1,1995,2023,7,True
state|Selangor|sri kembangan,state,Selangor,Sri Kembangan,N.30 Sri Kembangan,Sri Kembangan,1,1995,1999,2,False
state|Selangor|sri muda,state,Selangor,Sri Muda,N.50 Sri Muda,Sri Muda,1,2004,2013,3,False
state|Selangor|subang,state,Selangor,Subang,N.31 Subang,Subang,1,1986,1990,2,False
state|Selangor|subang jaya,state,Selangor,Subang Jaya,N.31 Subang Jaya,Subang Jaya,1,1995,2023,7,True
state|Selangor|sungai air tawar,state,Selangor,Sungai Air Tawar,N.01 Sungai Air Tawar,Sungai Air Tawar,1,1986,2023,9,True
state|Selangor|sungai ayer tawar,state,Selangor,Sungai Ayer Tawar,N.01 Sungai Ayer Tawar,Sungai Ayer Tawar,1,1974,1982,3,False
state|Selangor|sungai besar,state,Selangor,Sungai Besar,N.03 Sungai Besar,Sungai Besar,1,1974,1999,8,False
state|Selangor|sungai burong,state,Selangor,Sungai Burong,N.08 Sungai Burong,Sungai Burong,1,1974,2023,12,True
state|Selangor|sungai kandis,state,Selangor,Sungai Kandis,N.49 Sungai Kandis,Sungai Kandis,1,2018,2023,3,True
state|Selangor|sungai panjang,state,Selangor,Sungai Panjang,N.03 Sungai Panjang,Sungai Panjang,1,1974,2023,12,True
state|Selangor|sungai pelek,state,Selangor,Sungai Pelek,N.56 Sungai Pelek,Sungai Pelek,1,1974,2023,8,True
state|Selangor|sungai pelik,state,Selangor,Sungai Pelik,N.48 Sungai Pelik,Sungai Pelik,1,1986,1999,4,False
state|Selangor|sungai pinang,state,Selangor,Sungai Pinang,N.44 Sungai Pinang,Sungai Pinang,1,2004,2013,3,False
state|Selangor|sungai ramal,state,Selangor,Sungai Ramal,N.26 Sungai Ramal,Sungai Ramal,1,2018,2023,2,True
state|Selangor|sungai renggam,state,Selangor,Sungai Renggam,N.36 Sungai Renggam,Sungai Renggam,1,1995,1999,2,False
state|Selangor|sungai tinggi,state,Selangor,Sungai Tinggi,N.10 Sungai Tinggi,Sungai Tinggi,1,1986,1990,2,False
state|Selangor|sungai tua,state,Selangor,Sungai Tua,N.16 Sungai Tua,Sungai Tua,1,1995,2023,4,True
state|Selangor|sungai way,state,Selangor,Sungai Way,N.26 Sungai Way,Sungai Way,1,1974,1982,3,False
state|Selangor|sungei besar,state,Selangor,Sungei Besar,N.26 Sungei Besar,Sungei Besar,1,1959,1969,3,False
state|Selangor|sungei rawang,state,Selangor,Sungei Rawang,N.24 Sungei Rawang,Sungei Rawang,1,1959,1969,3,False
state|Selangor|taman aman,state,Selangor,Taman Aman,N.26 Taman Aman,Taman Aman,1,1986,1990,2,False
state|Selangor|taman medan,state,Selangor,Taman Medan,N.33 Taman Medan,Taman Medan,1,1995,2023,7,True
state|Selangor|taman templer,state,Selangor,Taman Templer,N.15 Taman Templer,Taman Templer,1,2004,2023,5,True
state|Selangor|tanjong karang,state,Selangor,Tanjong Karang,N.01 Tanjong Karang,Tanjong Karang,1,1959,1969,3,False
state|Selangor|tanjong sepat,state,Selangor,Tanjong Sepat,N.54 Tanjong Sepat,Tanjong Sepat,1,2004,2023,5,True
state|Selangor|telok datuk,state,Selangor,Telok Datoh,N.21 Telok Datoh,Telok Datoh,1,1959,1969,4,False
state|Selangor|telok gadong,state,Selangor,Telok Gadong,N.35 Telok Gadong,Telok Gadong,1,1986,1990,2,False
state|Selangor|teluk datuk,state,Selangor,Teluk Datuk,N.52 Teluk Datuk,Teluk Datuk,1,1995,2013,5,False
state|Selangor|teratai,state,Selangor,Teratai,N.22 Teratai,Teratai,1,2004,2023,5,True
state|Terengganu|air putih,state,Terengganu,Air Putih,N.32 Air Putih,Air Putih,1,1995,2023,7,True
state|Terengganu|ajil,state,Terengganu,Ajil,N.24 Ajil,Ajil,1,1995,2023,7,True
state|Terengganu|alur limbat,state,Terengganu,Alur Limbat,N.17 Alur Limbat,Alur Limbat,1,1995,2023,7,True
state|Terengganu|bandar,state,Terengganu,Bandar,N.14 Bandar,Bandar,1,1959,2023,15,True
state|Terengganu|batu burok,state,Terengganu,Batu Burok,N.20 Batu Burok,Batu Burok,1,1959,1982,6,False
state|Terengganu|batu buruk,state,Terengganu,Batu Buruk,N.16 Batu Buruk,Batu Buruk,1,1986,2023,9,True
state|Terengganu|batu rakit,state,Terengganu,Batu Rakit,N.08 Batu Rakit,Batu Rakit,1,1959,2023,16,True
state|Terengganu|besut tengah,state,Terengganu,Besut Tengah,N.04 Besut Tengah,Besut Tengah,1,1959,1969,3,False
state|Terengganu|binjai,state,Terengganu,Binjai,N.20 Binjai,Binjai,1,1959,1990,9,False
state|Terengganu|bukit bandi,state,Terengganu,Bukit Bandi,N.32 Bukit Bandi,Bukit Bandi,1,1974,1990,5,False
state|Terengganu|bukit besar,state,Terengganu,Bukit Besar,N.12 Bukit Besar,Bukit Besar,1,1959,1969,3,False
state|Terengganu|bukit besi,state,Terengganu,Bukit Besi,N.25 Bukit Besi,Bukit Besi,1,1995,2023,7,True
state|Terengganu|bukit kenak,state,Terengganu,Bukit Kenak,N.03 Bukit Kenak,Bukit Kenak,1,1974,1982,3,False
state|Terengganu|bukit payong,state,Terengganu,Bukit Payong,N.16 Bukit Payong,Bukit Payong,1,1974,1982,3,False
state|Terengganu|bukit payung,state,Terengganu,Bukit Payung,N.18 Bukit Payung,Bukit Payung,1,1986,2023,10,True
state|Terengganu|bukit tunggal,state,Terengganu,Bukit Tunggal,N.12 Bukit Tunggal,Bukit Tunggal,1,1974,2023,12,True
state|Terengganu|buluh gading,state,Terengganu,Buluh Gading,N.10 Buluh Gading,Buluh Gading,1,2018,2023,2,True
state|Terengganu|chukai,state,Terengganu,Chukai,N.28 Chukai,Chukai,1,1959,1982,6,False
state|Terengganu|cukai,state,Terengganu,Cukai,N.31 Cukai,Cukai,1,1986,2023,9,True
state|Terengganu|hulu besut,state,Terengganu,Hulu Besut,N.04 Hulu Besut,Hulu Besut / Ulu Besut,2,1959,2023,15,True
state|Terengganu|hulu dungun,state,Terengganu,Ulu Dungun,N.16 Ulu Dungun,Ulu Dungun,1,1959,1969,3,False
state|Terengganu|hulu trengganu barat,state,Terengganu,Ulu Trengganu Barat,N.24 Ulu Trengganu Barat,Ulu Trengganu Barat,1,1959,1969,3,False
state|Terengganu|hulu trengganu timor,state,Terengganu,Ulu Trengganu Timor,N.23 Ulu Trengganu Timor,Ulu Trengganu Timor,1,1959,1969,3,False
state|Terengganu|jabi,state,Terengganu,Jabi,N.05 Jabi,Jabi,1,1986,2023,9,True
